"id","name"
"63.04.02.2016",Tamban Sari Baru
"63.04.03.2001",Andaman
"63.04.03.2002",Hilir Mesjid
"63.04.03.2003",Anjir Pasar Kota
"63.04.03.2004",Banyiur
"63.04.03.2005",Gandaraya
"63.04.03.2006",Gandaria
"63.04.03.2007",Anjir Pasar Kota II
"63.04.03.2008",Andaman II
"63.04.03.2009",Anjir Seberang Pasar II
"63.04.03.2010",Anjir Seberang Pasar I
"63.04.03.2011",Anjir Pasar Lama
"63.04.03.2012",Pandan Sari
"63.04.03.2013",Mentaren
"63.04.03.2014",Barunai Baru
"63.04.03.2015",Danau Karya
"63.04.04.2001",Anjir Serapat Muara
"63.04.04.2002",Anjir Muara Kota
"63.04.04.2003",Patih Muhur
"63.04.04.2004",Anjir Muara Kota Tengah
"63.04.04.2005",Anjir Serapat Lama
"63.04.04.2006",Anjir Serapat Baru
"63.04.04.2007",Anjir Muara Lama
"63.04.04.2008",Sei/Sungai Punggu
"63.04.04.2009",Anjir Serapat Baru I
"63.04.04.2010",Patih Muhur Baru
"63.04.04.2011",Sei/Sungai Punggu Baru
"63.04.04.2012",Anjir Serapat Muara I
"63.04.04.2013",Sepakat Barsama (Sepakat Bersama)
"63.04.04.2014",Marabahan Baru
"63.04.04.2015",Beringin Jaya
"63.04.05.1001",Berangas Barat
"63.04.05.1002",Berangas
"63.04.05.1003",Handil Bakti
"63.04.05.2004",Pulau Alalak
"63.04.05.2005",Pulau Sewangi
"63.04.05.2006",Pulau Sugara
"63.04.05.2007",Sei/Sungai Lumbah
"63.04.05.2008",Berangas Timur
"63.04.05.2009",Sei Semangat Bhakti (Semangat Bakti)
"63.04.05.2010",Sei/Sungai Pitung
"63.04.05.2011",Belandean Muara
"63.04.05.2012",Belandean
"63.04.05.2013",Tanjung Harapan
"63.04.05.2014",Semangat Dalam
"63.04.05.2015",Beringin
"63.04.05.2016",Semangat Karya
"63.04.05.2017",Panca Karya
"63.04.05.2018",Tatah Mesjid
"63.04.06.2001",Terantang
"63.04.06.2002",Tanipah
"63.04.06.2003",Puntik Luar
"63.04.06.2004",Puntik Dalam
"63.04.06.2005",Tabing Rimbah
"63.04.06.2006",Pantai Hambawang
"63.04.06.2009",Tatah Alayung
"63.04.06.2011",Puntik Tengah
"63.04.06.2014",Lokrawa (Lok Rawa)
"63.04.06.2015",Sei/Sungai Ramania
"63.04.06.2016",Bangkit Baru
"63.04.06.2017",Antasan Segera (Antasan Segara)
"63.04.06.2020",Karang Bunga
"63.04.06.2021",Karang Indah
"63.04.07.2001",Sei/Sungai Pantai
"63.04.07.2002",Pindahan Baru
"63.04.07.2003",Sei/Sungai Gampa Asahi
"63.04.07.2004",Sei/Sungai Gampa
"63.04.07.2005",Sei/Sungai Sahurai
"63.04.07.2006",Simpang Arya (Simpang Arja)
"63.04.07.2007",Sinar Baru
"63.04.07.2008",Sei/Sungai Bamban
"63.04.07.2009",Danda Jaya
"63.04.08.2001",Murung Keramat
"63.04.08.2002",Sei/Sungai Seluang
"63.04.08.2003",Belawang
"63.04.08.2004",Bambangin
"63.04.08.2005",Sukaramai
"63.04.08.2006",Sei/Sungai Seluang Pasar
"63.04.08.2007",Samuda
"63.04.08.2008",Parimata
"63.04.08.2009",Karang Dukuh
"63.04.08.2010",Patih Selera (Patih Salera)
"63.04.08.2011",Karang Buah
"63.04.08.2012",Binaan Baru
"63.04.08.2013",Rangga Surya
"63.04.09.2001",Sei/Sungai Kambat
"63.04.09.2002",Sei/Sungai Rasau
"63.04.09.2003",Simpang Nungki
"63.04.09.2004",Sawahan
"63.04.09.2005",Bantuil
"63.04.09.2006",Badandan
"63.04.09.2007",Sei/Sungai Tunjang
"63.04.09.2008",Sei/Sungai Raya
"63.04.10.1001",Lepasan
"63.04.10.2002",Banua Anyar (Benua Anyar)
"63.04.10.2003",Murung Raya
"63.04.10.2004",Palingkau
"63.04.10.2005",Balukung
"63.04.10.2006",Banitan
"63.04.10.2007",Batik
"63.04.10.2008",Bahalayung
"63.04.10.2009",Sungai Selirik (Sei / Sungai Lirik)
"63.04.11.2001",Jambu Baru
"63.04.11.2002",Jambu
"63.04.11.2003",Kabuau
"63.04.11.2004",Jarenang
"63.04.11.2005",Tabatan
"63.04.11.2006",Kuripan
"63.04.11.2007",Tabatan Baru
"63.04.11.2008",Asia Baru
"63.04.11.2009",Rimbun Tulang
"63.04.12.2001",Pantang Raya
"63.04.12.2002",Tabukan Raya
"63.04.12.2003",Teluk Tamba
"63.04.12.2004",Rantau Bamban
"63.04.12.2005",Tamba Jaya
"63.04.12.2006",Muara Pulau
"63.04.12.2007",Karya Indah
"63.04.12.2008",Bandar Karya
"63.04.12.2009",Karya Makmur
"63.04.12.2010",Karya Jadi
"63.04.12.2011",Pantang Baru
"63.04.13.2001",Mekarsari (Mekar Sari)
"63.04.13.2002",Tamban Raya
"63.04.13.2003",Tinggiran Tengah
"63.04.13.2004",Tinggiran Darat
"63.04.13.2005",Jelapat II
"63.04.13.2006",Tamban Raya Baru
"63.04.13.2007",Tinggiran Baru
"63.04.13.2008",Karang Mekar
"63.04.13.2009",Indah Sari
"63.04.14.2001",Barambai
"63.04.14.2002",Sei/Sungai Kali
"63.04.14.2003",Pendalaman
"63.04.14.2004",Handil Barabai
"63.04.14.2005",Bagagap
"63.04.14.2006",Barambai Karya Tani
"63.04.14.2007",Pendalaman Baru
"63.04.14.2008",Karya Baru
"63.04.14.2009",Barambai Kolam Kiri
"63.04.14.2010",Barambai Kolam Kanan
"63.04.14.2011",Barambai Kolam Kiri Dalam (Kolam Kiri Dalam)
"63.04.15.1001",Marabahan Kota
"63.04.15.1002",Ulu Benteng
"63.04.15.2003",Penghulu
"63.04.15.2004",Bagus
"63.04.15.2005",Baliuk
"63.04.15.2006",Antar Baru
